HITId,tweet,sentiment,directness,annotator_sentiment,target,group
3464,my kids are gonna be half spic n half baguette,offensive,indirect,anger_disgust,origin,other
3465,He's stupid rich &amp; has retarded money! @URL,offensive,indirect,anger_disgust,disability,special_needs
3466,@user Other than ching chong and math wtf do u hear from him,offensive_hateful,indirect,anger_disgust,origin,special_needs
3467,Marko is a cunt.\n\nTell me something new. @URL,fearful_abusive_offensive_hateful_normal,indirect,anger_disgust,other,other
3468,@user Why only compre with white countries? Every country in the world. It in that graph is a violent shithole,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,other
3469,Yall this dyke was tryna bag me at Walmart while I put my groceries in the car... but she aint help wit the heavy a\u2026 @URL,normal,indirect,anger_fear_indifference_sadness_disgust,sexual_orientation,gay
3470,Amen. Toxic feminazi insanity. These are ladies who have no moral center no patriotic center and no understanding… @URL,offensive,indirect,anger_fear_indifference_sadness_disgust,gender,women
3471,@user @user Hey Glen first of all you fucking mongoloid the P Riddy is a play on P Diddy.\n\n2nd I reall\u2026 @URL,offensive,direct,anger_fear_indifference_sadness_disgust,origin,special_needs
3472,@user Horse racing faggot,fearful_abusive_offensive_hateful_disrespectful,direct,anger_shock,origin,gay
3473,@user Fuck u spic,offensive,direct,anger_shock,origin,special_needs
3474,@user Stockard Channing is in fabulous cunt island right?? I just saw Practical Magic for the first time an\u2026 @URL,offensive_disrespectful,indirect,sadness_indifference,gender,women
3475,Don\u2019t get shit twisted if i am stupid over a nigga best believe he dumb retarded over me .,offensive,indirect,sadness_indifference,disability,special_needs
3476,@user you was one immature cunt last night,offensive,indirect,sadness_indifference,gender,women
3477,@user It wasn't going in your blind twat and Roofe couldn't get his chest or leg to it so he just used h\u2026 @URL,hateful,indirect,sadness_indifference,origin,women
3478,There is no fcking way I'm paying you cnts a toll for that completely retarded Bell St exit with its completely in\u2026 @URL,offensive,indirect,sadness_indifference,origin,individual
3479,Whodever invented Ben Fowler forgot about spooning coz that cunt sskinny ass fuck,offensive,indirect,confusion_fear_shock_sadness_disgust,origin,women
3480,look man I'm sorry I'm such a faggot hoe,offensive_hateful,indirect,sadness_disgust,sexual_orientation,other
3481,Fuck off! Hear me! You're not brave enough to say it to my face so stop hiding behind your phone. We all know what a faggot you are \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02,hateful_disrespectful,indirect,sadness_disgust,sexual_orientation,left_wing_people
3482,Parar you anorexic mongol.,normal,indirect,sadness_disgust,disability,special_needs
3483,Kemar roofe you ugly fucking cunt never heard so much shit after the game\ud83d\ude02\ud83d\ude02 twat #nffc,abusive_hateful,indirect,anger_sadness_shock_indifference_disgust,other,other
3484,What the Moist doesn't want you to hear: \ud83d\udc4a \ud83d\udc4a \ud83d\ude12 \ud83c\uddfa\ud83c\uddf2 \ud83d\udc4a Why are we having all these people from shithole countries c\u2026 @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,immigrants
3485,@user Lol ok sure. You\u2019re a cunt \ud83d\ude02\ud83e\udd18\ud83c\udffb,offensive,direct,anger_sadness_shock_indifference_disgust,gender,women
3486,@user ok recant some my statements from yesterday due to the retard that basically said backup qb all the m\u2026 @URL,offensive_disrespectful,indirect,anger_sadness,disability,special_needs
3487,sheck wes is such a nigger,hateful,indirect,anger_sadness_shock_indifference_disgust,origin,african_descent
3488,@user None of his mongoloid children are worth that much.,offensive,indirect,confusion_disgust,origin,special_needs
3489,@user this makes me so agitated when i'm in melb bc in sydney if u don't walk at least 128bpm u get called a cunt,offensive,indirect,anger_sadness_shock_indifference_disgust,gender,women
3490,Stephen fletcher is a fucking cunt,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,women
3491,@user @user @user @user @user @user Saw this the other night so retarded haha rul\u2026 @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
3492,Quand @user arrive en retard @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
3493,Why worry about illegal aliens and criminals when the worst human being in the world is the #leaderofthefreeworld,normal,indirect,anger_sadness_shock_indifference_disgust,origin,refugees
3494,My country is a shithole \n\n#USA is attacking its own people with #computing #Torture #brainrape with\u2026 @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,other
3495,Did this nigger put paint in a Minute Maid bottle @URL,offensive,indirect,anger_disgust,origin,individual
3496,@user call me a retarded cat thing alien thing again and ill fuck your cat in front if your gold fish faggot,offensive,indirect,anger_disgust,disability,individual
3497,@user @user leftist you should do a little research &amp; stop being told what to think by the left\u2026 @URL,offensive,indirect,confusion_indifference,other,other
3498,twat.,fearful_abusive,direct,anger_confusion_sadness_shock_indifference,gender,women
3499,It was proven today. When the mongoloid was introduced. Even men host appreciates the minimum requirements to be a\u2026 @URL,offensive,indirect,anger_confusion_sadness_shock_indifference,disability,special_needs
3500,@user Be (shithole countries sons of bitches bleeding from her whatever sleepy eyes grab them by the\u2026 @URL,offensive,indirect,anger_confusion_sadness_shock_indifference,origin,special_needs
3501,I got a vivid recollection of being spiked and raped by my cracker scum cunt father at the age of 14 and you cunts\u2026 @URL,fearful_abusive_offensive_disrespectful_normal,indirect,anger_confusion_sadness_shock_indifference,other,women
3502,@user @user @user Lol but I countered what you said and then called you a mongoloid,offensive,indirect,sadness_disgust,disability,individual
3503,@user Oh god it sound more retarded than I thought,offensive,indirect,sadness_disgust,disability,special_needs
3504,@user Hi how are you you still thinking of that mongoloid ingrate from yesterday that dirty SNP Bastard called\u2026 @URL,offensive,indirect,indifference_disgust,disability,other
3505,@user A shithole country that's what u called usnow am sitting and watching!!,offensive,indirect,indifference_disgust,origin,other
3506,My therapist just told me \Lol ur so gay. Kill urself faggot \ud83d\ude02\ but im not gonna listen to my haterz. I \u2764\ufe0f haterz,normal,indirect,indifference_disgust,other,other
3507,@user *screeches in high pitched ching chong chong”,offensive_hateful,indirect,anger_confusion_sadness_shock_indifference,origin,other
3508,@user \u201cYou went full retard never go full retard.\u201d @URL,offensive_normal,indirect,indifference_disgust,disability,special_needs
3509,@user Guess I\u2019m retarded,fearful_hateful_disrespectful_normal,indirect,indifference_disgust,disability,special_needs
3510,@user I\u2019m calling myself a raghead for Bismarck Byombo money,offensive,indirect,indifference_disgust,other,other
3511,Mans saying 28/29 like he’s a yute? Get that nigger outta here man @URL,offensive,indirect,anger_disgust,gender,other
3512,@user \u201cYoah tellin me i blind one fackin chinaman and it\u2019s a federal case but these dodgahs gawt a whole fackin\u2026 @URL,offensive_hateful,indirect,anger_disgust,origin,asians
3513,LMAO that nigga retarded \ud83d\ude02 he still paid the man \ud83e\udd37\ud83c\udffd\u200d\u2640\ufe0f @URL,normal,indirect,anger_disgust,origin,other
3514,@user Slick rick Leeds twat,offensive_normal,indirect,anger_disgust,other,women
3515,@user Payne (chalk)Bagley lal/pho all fair priced jrich looks spic...Wesley chucking everything right now. Ganna be a wild slate,offensive,indirect,anger_disgust,other,other
3516,@user @user yes I\u2019m aware but I\u2019m seeing a lot of controversy and I don\u2019t understand,normal,indirect,anger_disgust,origin,other
3517,@user your a twat.,offensive,direct,anger_disgust,gender,women
3518,@user little nigger make moooves,offensive_hateful,indirect,anger_disgust,origin,asians
3519,@user ok i cant lie im sitting here laugjign like a retard too,offensive,indirect,anger_indifference,disability,special_needs
3520,If you don’t want white people using the word “nigger” maybe stop using it all the time yourself???,hateful,indirect,anger_disgust,origin,women
3521,The percentage of immigrants has almost never been higher @URL @URL,offensive,indirect,anger_sadness,origin,left_wing_people
3522,@user @user @user Mongol ruled mongol area present China was with qin dynasty never less\u2026 @URL,offensive,indirect,anger_sadness,origin,special_needs
3523,@user @user Chinese people using 400 year old French curses and first generation Irish immigrants telli… @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,individual
3524,Don't touch that scarf! That's Paul Smith twat!,hateful,indirect,anger_sadness_shock_indifference_disgust,other,other
3525,Dick making me retarded -Lydia K,fearful,indirect,anger_sadness_shock_indifference_disgust,sexual_orientation,special_needs
3526,So much for my target... $PHX went full retard. @URL,offensive,indirect,sadness_indifference,other,other
3527,SOS nearly called a woman a cunt while I was driving with Mum in the car but can I say I\u2019m still shaking with rage at this cunt,hateful,indirect,sadness_indifference,gender,women
3528,Eminem apologising for saying \u201cfaggot\u201d Apu being written out of The Simpson\u2019s \ud83d\ude23 the snowflakes are winning,offensive_disrespectful,indirect,sadness_indifference,sexual_orientation,individual
3529,@user @user OK retard,offensive,indirect,sadness_indifference,disability,special_needs
3530,@user If we stop talking about this retard....He will fade into obscurity,offensive,indirect,anger_disgust,disability,special_needs
3531,Strange Fruit is a comic about a super negro and white guilt @URL,offensive,indirect,anger_disgust,origin,other
3532,@user u retarded or sumething libtard?,offensive,indirect,anger_disgust,disability,special_needs
3533,Help this fast chinaman out @URL,offensive,indirect,anger_disgust,origin,women
3534,At least he\u2019s consistently a cunt #trump #Pittsburgh #UnfitToBePresident #UnfitForOffice @URL,offensive,indirect,anger_disgust,gender,women
3535,@user ching chong,offensive,indirect,anger_sadness,origin,hispanics
3536,@user What a complete twat lmao. He could just learn how to edit and edit the teamtage himself \ud83d\ude02\ud83d\ude02 \I don' think\u2026 @URL,offensive_disrespectful,indirect,anger_sadness,other,other
